R2,R3,R7,R8,Max_Shaking_Moment
101.76429500040832,649.3878350394762,105.19342310508632,379.70250264262575,3669608.105893795
153.7513174493178,661.5658556889971,192.9017543174113,390.8360848691487,3793374.4044031342
42.63614467709111,700.2233468575728,101.38287717594474,426.3285165565204,4117184.519591627
102.52189846759629,697.7410754431357,120.9441468542811,419.163399085465,4103681.0187045834
165.44132272767,797.7965014098339,229.04353570599858,521.5160873201861,5236509.76879857
153.85580743872794,526.5503475223782,158.78636290703662,251.0448894678467,2845487.193958785
126.9836338767223,784.6635411073426,141.9901975489914,505.4154232275004,5055550.14014411
177.15206941384332,691.7549766857754,191.0162595116921,420.9830729361645,4080787.321401335
131.74156207063282,753.2910174776541,113.7125154024144,480.86675027145674,4691250.327913246
192.26261808456923,725.098771067081,195.46876028115284,451.5911149220137,4422549.229486559
140.13317890854694,671.4243209041191,193.97761527855317,402.8316783192171,3873298.7675573747
113.44735012740625,782.0627864228354,95.39795657992491,508.6638080504355,5019330.338530534
60.920663672356966,702.5613722620893,61.192648528747306,420.38000151768165,4142078.197153365
122.8012141856681,623.5657429987698,87.45464030749474,347.9648159189769,3469197.8487762823
186.62830264489546,717.4966069137975,239.77174444045613,442.8793969191347,4340093.4771780735
179.4186837102872,726.2463581039194,129.80774814549616,434.04956268914634,4424935.003801897
140.07716947976408,680.892007943323,92.75628486262022,402.9611968374669,3958841.6715455013
107.06384886082014,799.6975726391976,125.93548487391422,522.1210943533504,5235023.768621009
178.67462925755638,756.7359577768923,159.85699626228094,476.06951995532967,4755442.014519495
50.6684108529621,649.1302239978193,97.37679548153787,378.6779676897604,3658074.4888005354
101.7028653507625,737.2548967483192,79.51962040346288,454.7392373050099,4505354.367110271
117.60848379620049,795.4632126950106,108.28968501845897,524.601707617641,5185187.462152274
126.9255530578299,722.3506039773871,179.73841533493047,453.8933779487082,4356731.365691365
110.33416891653742,692.8381238109237,87.14092621741057,408.8838478934843,4059092.9083724483
94.81294886904458,713.7816919118717,154.9026241055123,438.7726010373627,4259559.380705991
77.61220412585465,724.9030232933927,57.08711866900644,443.4117327320423,4369584.008602973
143.12632304245471,596.1622508829171,142.13977304912976,310.831830395476,3275743.0800478095
67.6983028658926,742.3912314823256,52.629593180397904,474.44744811334556,4553786.199919966
80.41056672441151,618.3945043494616,70.58353054804172,341.1276127764231,3418238.7150576073
173.8243743233576,671.5873969898098,214.74221267778125,401.265781650922,3893312.313607983
66.00763867194262,769.9525185231756,113.8910696487553,493.0309680079181,4864643.346990232
177.9743991784341,723.8186593109322,122.50605615028908,438.24190943451947,4398731.6798526365
190.63435001120803,671.612621810742,145.49540533980968,385.5307575163407,3905599.6966833896
80.41196994140925,668.6919595425268,133.35367391793943,398.6301526762084,3830537.604902577
155.98172835446167,729.9310310808111,148.4674536944046,452.0483797063853,4449019.943919533
58.69607640598326,746.8977513258397,91.3491715808961,471.4609755309708,4601825.293353895
71.85500988378833,704.4046430647674,117.11161330674315,433.30232325149825,4161764.1560793626
124.23303142603706,705.0269745080179,137.30767843194303,437.10083507470495,4181412.6688628844
170.3299800915593,767.7069672134178,182.99217850931683,489.3639025050154,4875717.10327744
186.25048291625995,787.6958761200955,172.0893613072374,508.22230205002404,5125277.498919093
154.69192919862053,789.0945638695745,156.21440288863928,521.1188579283208,5122316.500630687
45.28632743093642,777.4188186464539,64.8541829705848,499.3991007502399,4950212.144560765
134.37362534657467,788.7982528663484,202.25990219489032,514.0204032423258,5109005.002280323
66.27421257025028,676.0520465132506,90.5378750534224,401.78854279208866,3893897.5831996794
192.94027463132306,688.9739886506305,200.55330023324166,421.516292983467,4066242.783733377
112.80702600052713,772.573760737525,69.91025969951757,489.99802850361385,4905985.667647819
125.31015899916517,580.1563648829308,109.79186155654415,309.3960105719713,3158553.5471732714
193.1197981279658,767.0904593224158,153.33679454313938,480.7653491402093,4884831.834114564
189.91660370233978,702.9739451264454,133.05151163607465,406.9721386676026,4197873.695653728
57.64780630467209,781.2936627316615,81.299656676539,508.74851736239043,4998108.772902351
177.2855642267268,705.846327972117,223.41949514380593,432.32596412726025,4216846.734617735
155.42787096550416,623.4981033552691,176.19085328142683,346.38258464069736,3483260.0550517617
53.636183025942884,792.7636674038147,130.46506812392784,518.3474572013135,5137784.693775989
120.35274437211682,652.3155032807745,115.24863250693245,382.21151952526907,3699864.183135922
142.08741131623893,695.2366263633196,140.5243973494876,414.3888705066356,4093979.102759479
178.78478342624234,717.3695959198576,190.0394454305237,450.0692238392853,4333149.90956678
184.47227505921524,534.1471816204655,179.17212236600045,263.32614219272693,2907162.704943606
90.26424752095187,692.0976370266969,60.159008098712484,414.05991705944854,4046787.721386705
151.8226647106376,707.2062781170127,176.3676219087385,436.4024711859411,4215034.455602703
133.13531634793156,725.9099874884041,97.4017460702385,443.48153718919957,4396059.800787541
154.07472842370873,637.6874124522064,195.47419184456393,361.7396065041407,3594199.384848639
62.54058750897009,763.0455368226901,119.95484042617828,492.85906059390186,4784044.862929631
158.54631513788442,752.8200477720932,147.0502470647163,473.30043453341233,4698845.008988858
95.47805971233657,795.226165843817,104.95620399458511,520.8031623538444,5175833.721201372
149.65155022692045,715.1775735420815,104.32014243999228,443.33495298421326,4293571.291260261
50.143391031478416,630.6839264989012,85.06484020955843,359.52676884154863,3508561.3422812796
56.534821881627536,767.7150753726336,94.48731267316835,495.52493908899066,4837222.645067503
155.32723270732845,524.2589717668625,172.89564409615696,242.51499909832944,2833710.1647526133
98.0989837554685,605.5553553946875,113.32254904096033,328.1820769081012,3326961.468011633
186.66881077007525,681.6042250801524,132.31374066067312,404.58319015152074,3992993.337355102
63.81338884571505,622.9483760966461,96.68776286901655,347.89807207057413,3450177.9464049772
116.50467665324459,728.4590137209397,156.9475364193316,451.9234982043514,4416499.074536574
69.18296121851952,606.4022914231167,98.98891256582598,330.3326655439757,3327219.2269646563
189.08920403757784,606.4422341816008,202.57429334150976,326.2178761244844,3377414.954103273
154.92587928600722,590.9186156197588,194.38814014187622,319.3103895119362,3245064.3014987144
142.10410355752407,703.0047811301429,122.92030844992723,434.1212048407858,4169008.710364768
147.19476637582875,569.6002060177218,120.9487209986407,291.59259109275473,3098818.308894021
44.78361350956965,690.0115117636449,103.93564583529893,418.8406230910821,4019901.335629732
174.5507199265544,677.506167716939,158.6674075714508,392.37304092850866,3947032.331147065
103.95189364117408,648.2856014065162,91.57962715535362,361.88185812329743,3661026.7732503735
191.59887174440948,740.6597755711437,160.21021646152076,452.36684040694973,4587075.878452121
63.71012188188013,513.956683181681,64.2362737148717,242.29017150068623,2749735.160856209
135.37890219457995,646.9499752582625,182.42402868604745,373.9503569048517,3660884.4204263785
49.58615671085623,650.4041621600973,81.25178258650547,376.5645480795652,3668589.0333694187
107.68740910520827,796.3366214265894,175.09698944909923,522.4060062837904,5192981.183852146
115.23880094627684,617.5627984155246,103.10051983396954,341.41798594822336,3420839.2324043065
114.43257178550574,659.339046095595,73.43995563729808,372.78818900275076,3757620.465029186
137.75781976563727,671.2672334692086,106.58700707324627,396.71577701842625,3870843.659379257
162.50956396398414,743.4455199708359,162.0268388273254,473.8850941254685,4597522.715708104
177.6544684820777,572.4116694202288,211.72405615719936,296.76361614780905,3134800.9937829063
152.32875448078835,736.8051656092788,102.39676884132592,445.00677992685564,4520083.223463649
99.65729379609861,695.4965741935998,104.63198391827602,423.7630307961406,4081396.56521103
134.7242582133917,662.2679255922164,88.255045156945,390.4247282223913,3790432.502526216
156.54246219651367,609.4606764517769,200.16303322556962,339.5767095703982,3378245.3713444616
108.60234355633796,779.0564210472659,164.1449665499092,506.50846921884374,4981697.376237819
144.66128476303777,648.6975756921381,105.61182233847401,367.1866419853818,3679572.247555855
108.46762743497953,787.0969384230999,119.06318213610172,516.3875230495103,5078945.675832571
161.27410687899476,791.1850124709728,112.05456737843622,508.38320582029127,5151721.15160133
145.27211843073502,754.2834089027978,166.82288405881485,477.9866283478964,4708364.5151030915
146.9195192432725,698.0178109727808,108.5753170792229,427.6335332208727,4122944.9931157283
64.77499205607523,681.6655607231339,119.53207640772374,409.38388025304505,3944810.2470316687
77.03047186641226,637.8518130450238,51.01549467971884,366.61988641877156,3569545.8263740754
151.63301246167345,688.6308982460133,197.25663672836524,414.8708044435764,4036145.934467603
122.2693341008737,654.3288717199989,120.35487396401447,375.338261837094,3717539.8746343837
156.9297780036934,583.4737876573485,139.372105355438,296.33407281611545,3195287.050378583
132.31654546335446,638.965827259188,103.32417438271666,350.43938932529454,3594309.8454734944
75.50322242279394,735.9105142366386,57.294999672700484,450.33855820052395,4485172.158667084
138.46919746112346,606.6472606426437,162.91519975122895,329.56039973078975,3348738.068866444
81.01799860554137,761.6257735955679,90.58788368564043,486.40749197123625,4770846.685870769
197.3432385334838,657.10382074517,171.54163271814008,379.13303379592753,3784365.4974991954
64.5792033896214,775.4051724762026,62.19843393517877,502.79912510505454,4928674.810573583
133.62286453468838,680.2474719533978,152.1323442575969,411.5193006060572,3950145.950780287
185.7176581114872,632.2305101258532,232.24440969521848,358.39625517535177,3570712.236722046
111.42164269236403,659.1792921542872,67.23838522487289,383.2764224889811,3755296.8479873873
165.97197968382466,592.8289730036745,133.03551309502055,313.2967294028605,3264628.393390226
92.0944613858552,680.8082608677405,111.57371339048552,410.54502466105646,3942065.042754254
184.38080153774038,669.3096234704192,138.75316273491768,387.84126794516226,3880408.030553115
154.54250295389568,738.5005833475641,175.66104985764633,460.8904900794633,4539466.436862513
192.12105725143184,737.7192771060693,218.27485315072218,460.3037582384919,4555763.54071276
108.87054447864323,551.1159938968002,109.84985033000412,278.0440133022025,2968766.0300844056
154.47547500364965,551.171682418173,155.3431291201635,273.5764980436129,2987757.3473608005
179.564486785682,780.7825933450828,151.36806555818475,508.06218866852777,5036553.878623985
75.78286132154305,685.0325006611665,50.4159213302171,406.616078455692,3977675.1702151396
117.85440810090157,787.6690325070869,71.78933641189475,503.83254854757945,5088918.102178267
161.0656729725733,697.7430390026163,153.59859920055703,417.40155503131075,4127814.105243429
172.13584189294775,677.1626238704182,126.77177646852039,397.1873879915483,3942334.702620762
155.10534107513703,528.9326521510866,153.88445621629222,255.90354137056494,2859331.1567891627
70.84850709092507,741.4319679886019,84.4416470610712,473.87235952882804,4543864.05053706
199.0477607426737,738.0478810853431,218.77715182748545,459.07195167934645,4564949.9399528215
196.27793441246217,752.6803181530581,136.08837805434587,465.66002444828587,4723144.927900233
113.17188900986856,696.2313340833354,135.5539358026067,424.2289510725691,4092318.546004093
162.37747474067086,757.2227547084732,91.28284036404446,462.858958389462,4750574.509072362
153.0094077076419,627.4492902206673,127.08239670815638,340.66287117818524,3512567.3750702455
189.37779696317307,689.1235880323089,167.3585937063632,406.37776884007485,4064858.6076239333
87.62158774833843,719.728147706087,77.53773226778617,436.77453573752075,4318256.156188753
102.71227831013563,709.2141315526117,128.45642820200285,442.4349913858223,4215912.531573552
140.84015298534638,573.8160924901435,121.43183533318167,291.3450690793099,3123134.035616481
109.82982658244703,626.9188823269162,128.01855042293124,356.72980712150365,3490846.23575461
84.88656228238155,711.1045735349779,75.09778004404318,438.7292477061318,4230493.396930867
58.41223127462186,729.2314275314657,50.84829511613596,458.3258420358013,4411760.934619462
185.7120654519934,780.5854922424727,97.08832017322062,488.4911203285799,5038610.396844589
110.92301706100898,794.7096893181482,96.81284222482495,523.0970168917661,5173638.922036572
174.78324557233708,797.238975173518,222.4214844941686,520.0257194419877,5235431.995865561
109.95263758957955,797.3088466389374,93.23813679336942,513.0064102396273,5205833.762302996
128.97924654283523,794.3350529842005,95.84604010770371,506.2701731738655,5175262.539134662
90.91398400005474,673.7928014278307,146.09087097765308,400.491703714324,3878176.311890895
166.9182831043343,637.2386253886089,167.8796711523823,365.9971001612431,3597927.398978667
163.21876900235853,691.397012639064,218.0660081731065,419.7696827262745,4068568.3977128486
67.85642132033553,619.6638657860592,79.25038817034434,341.7296797511656,3425689.1548365774
163.18974640644498,708.5126575695897,88.16985133540634,425.9499367991847,4234246.259020336
131.46593662032063,748.9352841474022,111.61998550329997,468.61319865269076,4642627.491960835
123.38750606905046,735.7041246901075,91.66082001442939,451.92696172560966,4495571.050886394
134.12087292127066,774.7044000980245,90.2747965117077,490.0328210877581,4938937.516739205
92.95109578780807,654.8129024948709,142.46601903363154,385.21736338406805,3713019.67276907
177.68101988573898,784.8144107933239,224.443815833025,509.6128101118555,5084000.512663052
46.46218309950376,734.4411077387649,54.04256394164526,459.7125858664412,4465430.720265751
101.42979615445077,709.5171384271445,86.2765412307802,427.56058979918714,4218578.5154506145
153.95593536987005,718.4404433281484,152.38040265729884,445.6623151495926,4328914.690450225
168.75712666686184,666.5986816982338,171.29336565111277,393.5403958863965,3845906.316114587
153.24435314512152,786.8090216220004,69.84020582546329,492.42342261764344,5093550.536856101
155.17157679513085,545.6710295906324,165.75062364900498,267.71974225455733,2955302.4548481503
138.9852058338824,671.6781451611607,170.69255143784395,404.97699092720393,3875047.9537361045
122.95086037118197,737.8931317147797,70.28100847647376,450.00081828476993,4518877.091988882
101.47884617370273,756.4919086440169,141.4798576917679,479.42239749227,4717156.110214006
141.52969699649375,634.0494431062173,170.7459468849487,358.75571974631384,3558892.056271508
147.33453332093916,617.7136878501485,162.0368522777273,347.1854000472158,3434989.1114342283
156.53992059933,720.5177350917622,188.56416294144037,450.36679778141973,4351544.85082762
148.2491189751075,799.0728239456437,137.04849151816796,520.7415852200138,5243128.128032171
167.33736559985837,706.1915588873327,104.59739849213102,431.13305665368193,4213797.371788575
80.51648506006677,700.0428346070904,99.03577928157569,430.8572024494347,4120821.8125578198
164.802481587984,775.922243576572,142.7414105441,490.1132358356861,4968888.945200188
130.1355363499581,754.9284425989633,63.976503778281234,451.28237933627156,4708986.281903901
161.976181740661,685.3625640250591,161.4503094365745,417.55723578199604,4011329.1188105433
176.3141238018345,622.133356712267,208.43924899072417,348.6512277759669,3485440.2688952372
55.96061214975782,735.0622352251612,89.61130064495862,464.97474040841774,4473163.673485977
122.05917400430724,543.1642456498464,129.37943225366575,262.22166573690487,2925845.8486233135
122.69415428134292,600.3064920595314,100.1492777935164,308.83878289660305,3296687.3545985646
82.1464360890846,601.3363949345425,72.13134272225123,328.1237764156152,3292942.06761509
163.43492599881955,794.4431490481729,129.39494532055062,523.5573432557032,5193383.83413101
120.2672541639243,599.4425205152597,92.84637920220011,314.77835842996126,3289667.774565085
134.65555314051272,778.5571314074393,185.3407705092832,509.5845087765467,4985018.6141751455
168.34565042533532,740.8271322084097,81.26607675564874,462.261090462629,4572566.250346061
69.73181764586649,694.6602991316059,85.9007760108961,417.7699165681315,4067198.5469691115
63.8909234520446,551.7061440897971,58.52483463578943,277.9357475845683,2962648.2887648814
55.012485820404194,711.8617719853248,89.264307210284,444.14166818746423,4233198.706962956
136.42479676527324,718.8095499452926,176.89524301351724,442.22182527422535,4324271.382323084
139.8061002787384,796.9157681569669,137.62476755465315,516.0233114485567,5212039.610774663
161.57595624496815,741.9561231657208,150.5607960529856,459.4963706673653,4580760.030643262
63.25208344312918,747.3110655462792,87.5352501726133,479.10923533008724,4607010.381625581
171.61502582350397,595.962092363756,203.5006506833609,324.4696519507765,3290081.9961109743
184.03344045299332,767.8385462414041,173.74225823010087,497.48168697438814,4886591.147620426
159.30971529613447,684.8090435484258,148.7649831715224,409.6407859717276,4004669.633091361
154.75149465613754,768.8207307846004,80.2424511232826,489.8823019084911,4879588.519052023
94.64697906446798,776.9204649148204,109.39389579335948,501.0335050145461,4952440.19614982
52.32464101709682,643.0162667374032,51.64442345781006,366.7315354026982,3607785.1041324143
90.05786111057449,798.7679922025414,61.537884815649164,521.6985740339466,5218947.236535016
175.66042959623067,664.6413312473665,177.57702672285964,384.91842628184406,3833229.2059404007
91.92674099081668,603.9442832672127,68.2313119104536,316.3322158040892,3313795.271831142
199.65880562675136,774.4241811394724,170.55871506121454,493.4067022099211,4976190.546078947
66.14815405653788,732.2901664646082,59.954010343062535,459.33091452492295,4445112.262582698
93.26665649260357,778.5998674330552,153.53479375605014,509.4566365023653,4972157.446019711
189.94085191632155,665.286463220719,198.41978127446268,392.24895805130825,3849173.5905278833
194.70097967936593,705.2716886844764,69.98175813607244,611.3176158983183,4224166.329689224
175.49916011067253,703.7218765391316,121.89380390824766,427.42142037252563,4194790.609890922
190.4762230157411,698.3133784393685,202.17499099220612,429.0596798205743,4153102.9169119303
194.2817559318647,704.521962278529,181.95368014836677,433.42544045169734,4216467.870389105
140.2750233685581,684.193388283066,177.98016683529585,411.39759722272834,3989330.1065290407
137.8853443998944,784.8023272938093,116.92406769959673,499.71308888082865,5061704.12616837
152.71836038876918,701.1994298058664,113.46576642175762,409.7267834714536,4156648.2486769133
70.5277812619006,799.918460800261,120.35330458377737,529.8316896364024,5229687.925089219
100.92855538388379,525.2043438847925,106.47858349069237,247.92750076383032,2817532.4846169027
147.9215072315792,556.707407218412,161.9382720730092,274.29500847802274,3018085.7852440933
126.02881583864458,792.4268411285133,53.0516867279093,506.8382121500121,5150431.135198392
166.8788744154951,657.6909589099769,196.1014031835825,380.5420058638899,3767516.7276251814
82.09745172404001,643.4108710861535,64.80793535187001,365.77684302900326,3615645.0726115084
161.70401602802818,733.5629907676309,157.39174275746512,461.5749807447294,4490631.341922819
199.4985111943496,660.5418338332536,166.0920399226573,371.4061288703784,3815682.3749534334
79.481698437763,660.6454805785456,93.70023739733031,383.2941454691619,3760069.6943699946
142.19693864068023,735.8649973486495,76.74111547132661,455.9548139262272,4505041.354919914
164.70886763129067,772.9797237617556,129.03549578704803,498.83512979164254,4934005.281898826
94.51660106957809,615.4422277907237,105.33922788557801,337.5906541785757,3399039.941991024
47.85901624736967,714.7424104686883,73.78465447423622,440.58394060923035,4261310.964708037
118.9258127413415,793.2411838898882,58.723450423492984,494.26079426808343,5157973.852591349
61.82309586851176,614.6602343438198,55.74805666725944,333.6296126920529,3387066.9188199746
115.04029730550758,756.7181539554088,159.2040221757486,481.62602707555016,4723723.091756501
195.36698245116554,732.6160561842951,213.74343798387375,462.03748922140704,4503904.415405066
147.9644204432221,736.6376581621288,96.35796782591228,446.50517293239034,4516071.50680537
97.73165773690474,757.842579647907,144.09656813579423,484.56796048752193,4731466.140271702
157.84719319571568,711.9865013130359,106.54165320561037,429.62803707936934,4265813.08248086
100.57183439800063,693.302493844794,151.84060290295622,421.2694871911009,4060730.1696170266
171.51367126724736,627.8095914814903,204.17844124904042,354.12105007942205,3526158.3643226502
141.8497098958773,708.8910176246102,169.3482682046772,431.74988512259495,4226846.353274639
169.36869417654552,789.6076251246861,169.74332325234684,518.9278323356027,5137150.903011559
133.7603686411914,797.3695792492438,105.01327147754647,515.6629452787763,5215112.815544173
45.19698059535646,679.0938756237172,51.345559036123745,408.0376095355649,3918824.234600026
147.02495347446296,607.032492539566,132.87203759437074,335.98450355378395,3355529.4420014746
132.63603469548798,770.5751706774902,105.40980781527759,484.8482053952504,4889675.430100605
89.24841037084603,751.81839286634,120.12372370540606,484.37615524842585,4661699.867254508
119.79828841779923,654.2136856717076,132.06004383041252,383.2072999750164,3715692.6003184463
82.36918707032567,753.8842541563387,102.61757294304788,479.3466365012769,4683369.316197943
53.27614336902491,675.6938222110091,67.05303352096435,400.13594411732026,3888897.419843047
188.88468196405924,617.7268548459763,212.79206687601788,347.17155416950914,3460968.460136998
147.7267880073432,771.5410385518081,174.66150373448767,504.1947441203616,4907820.554735712
160.5916276858365,767.3837820666022,103.22947161303938,473.0385986092897,4866088.651596558
109.07339187865178,582.8191654780953,92.5269554459538,295.31231650581947,3170952.0622267867
159.9159249546979,653.9875794828031,165.5067410454984,374.4275185246911,3731909.025875637
163.42041083270328,529.8477423347606,155.76445266783085,258.32826940254444,2869107.9743622863
160.79816903488654,552.2042893390785,142.21352631407814,279.0543374643132,2997490.123500003
173.51958236790242,581.3513966852979,200.9819510070496,303.4403798338742,3191000.3281236715
152.77715689144782,652.3190423977642,126.28823157738805,380.4984323436039,3713938.3445999357
149.88528366992756,789.2371011985509,116.3158795280816,517.7679259360732,5121565.621569211
144.91099255565277,721.3231663948383,135.72751965451556,443.70576802551057,4353864.655609099
136.0614457496627,576.859697900349,122.10352481513289,303.806142100375,3140994.422542957
109.04666810257507,770.2652158411248,97.49770724138548,495.24831715412904,4877719.919849028
147.49110679630954,692.0969425158352,103.4861015077599,400.1348133111944,4066702.4518923745
186.42651851274408,632.5422666326205,154.28621965657987,349.0716497670421,3573707.4076346825
116.50597630241855,779.0120091297734,182.30932176926152,507.10762920526247,4983648.334672631
186.35314175892125,735.5846021014024,134.253199628615,444.42046076812625,4528459.158200371
74.98281468425549,673.6994293870441,74.28866173764644,396.184067190433,3874138.4638431626
128.07933163381807,529.5188788330775,129.91575017632448,251.97356316339278,2850158.1327029094
190.48807682257586,674.8133591879252,149.39582423797313,387.40982729048625,3934163.8273849846
65.90243402270998,783.301319164183,63.27478802652304,511.98824164784384,5023511.776572479
54.47724101268193,780.4940444612394,126.28465684668558,504.71775759818695,4988084.221972423
134.17573504785867,659.5131280370911,155.60004485087597,390.43378154285733,3766408.389590521
140.40016071357388,644.759299403527,157.7372733550057,377.435364122941,3645010.2300983667
112.40088517655401,576.9411010425825,85.94513818992613,303.2211770816594,3132795.6594096087
109.78486043210209,759.1108661208202,79.79794723315628,478.7525945095581,4749205.99780107
197.11043492908527,600.0961473179202,232.3704608899668,326.55658556185097,3338069.625964195
173.05293592933106,693.8809141176432,186.1621414178749,414.3110922456352,4098217.8075432363
134.10485235243868,738.7719764136243,125.0454609548786,464.7183644949328,4532684.682437461
125.69570101772804,799.7766341185658,93.75271002603299,519.971881716116,5242203.168774025
84.60769914539512,740.5131591940409,101.4974253123755,473.1461351499372,4536439.58965156
152.56115373333543,722.6868807024438,155.19728786589314,443.5452640535457,4371727.648326652
166.9285734858155,591.4186768133532,166.84958738661214,305.53898580420764,3255414.961553185
71.11978986603884,769.6451233437267,93.20205115562536,498.5282241128433,4861854.629414572
112.4209408290275,782.4340978525831,126.12975625767622,506.8126482584503,5023489.571888652
192.73694930143114,728.0161706235355,201.41814962392525,452.0329935454327,4453339.64600938
53.22331972035441,724.9980916329919,53.055292345110836,446.7992044404166,4366903.299384839
173.13024064226735,772.0594042181209,115.86537058853249,481.57679099939577,4928433.996868091
95.62723482342727,709.6272146684855,143.49924888498856,440.2814297197003,4218187.994600805
106.49936703920142,739.3941479679353,129.13020115116032,471.1852193258305,4529714.179731538
139.66254262194974,792.4363531470432,164.60001670121372,522.930018274516,5156166.921414575
178.76719475362955,713.69177594808,121.14592158323754,432.38472781514884,4295943.462748501
151.0893609490044,687.4893144168508,157.78376367009042,414.74434687828466,4025184.802164708
196.74801829959168,799.2999980630126,166.81294318388356,519.0492121290189,5277670.951984297
199.50579858900886,547.7606585185281,205.65524713669856,268.41196539331037,2998101.8782190983
189.5278906442961,726.2845597820141,181.23101004044773,453.58406771664545,4432747.343341728
193.3688788989263,692.1466267100262,225.83089230246387,423.1402678722076,4096483.8217193135
94.00507227825975,719.5849326215772,103.14165891820014,441.88747784649956,4318242.33381463
172.83919006462247,673.3108011710627,126.32010478765399,389.92100422147297,3908073.5443824497
114.03293750684036,717.0862334724475,141.4244373122406,447.8038901926294,4298351.5230189925
156.06005230472488,692.0927518186037,165.64740579368373,421.33018399718515,4071098.1974246358
75.69969693630412,754.4270726677636,73.36304346424754,476.5172397907232,4688209.251461959
189.89441743686405,694.1488558741208,162.35674934090795,412.82726968128196,4112762.303119304
